BDIR CTP1 CTP2 CTP3 CTP4 CTP5 BDp1_fin BDp2_fin BDp3_fin BDp4_fin BDp5_fin
23386.9 0.836782 4508.49 3665.39 4400.73 6275.82 38998.6 16191.4 18341.7 16442.4 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.8
23386.9 0.836782 4508.49 3665.39 4400.73 6275.82 38998.6 16191.4 18341.7 16442.4 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.8
23386.9 0.836782 4508.49 3665.39 4400.73 6275.82 38998.6 16191.4 18341.7 16442.4 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.8
23386.9 0.836782 4508.49 3665.39 4400.73 6275.82 38998.6 16191.4 18341.7 16442.4 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.8
23386.9 0.836782 4508.49 3665.39 4400.73 6275.82 38998.6 16191.4 18341.7 16442.4 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23387.1 0.83679 4508.54 3665.43 4400.77 6275.89 38999 16191.6 18341.9 16442.5 12802
23386.7 0.836773 4508.45 3665.36 4400.68 6275.77 38998.3 16191.2 18341.5 16442.2 12801.7
23386.9 0.836782 4508.5 3665.4 4400.73 6275.83 38998.7 16191.4 18341.7 16442.4 12801.9
23386.9 0.836781 4508.49 3665.39 4400.72 6275.82 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836782 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836782 4508.49 3665.4 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836783 4508.5 3665.4 4400.73 6275.84 38998.6 16191.4 18341.7 16442.3 12801.9
23386.8 0.83678 4508.48 3665.39 4400.72 6275.82 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836782 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23387 0.836783 4508.5 3665.4 4400.74 6275.84 38998.6 16191.4 18341.7 16442.3 12801.9
23386.8 0.83678 4508.48 3665.39 4400.72 6275.82 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836782 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23387 0.836783 4508.5 3665.4 4400.74 6275.84 38998.6 16191.4 18341.7 16442.3 12801.9
23386.8 0.83678 4508.48 3665.39 4400.72 6275.82 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836782 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836783 4508.5 3665.4 4400.73 6275.84 38998.6 16191.4 18341.7 16442.3 12801.9
23386.8 0.83678 4508.49 3665.39 4400.72 6275.82 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836782 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836783 4508.5 3665.4 4400.73 6275.84 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.83678 4508.49 3665.39 4400.72 6275.82 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836782 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23387.1 0.836786 4508.52 3665.41 4400.75 6275.86 38998.6 16191.4 18341.7 16442.3 12801.9
23386.7 0.836776 4508.47 3665.37 4400.7 6275.79 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836782 4508.49 3665.4 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23387 0.836785 4508.51 3665.41 4400.75 6275.85 38998.6 16191.4 18341.7 16442.3 12801.9
23386.8 0.836778 4508.47 3665.38 4400.71 6275.8 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836782 4508.49 3665.4 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23387 0.836785 4508.51 3665.41 4400.75 6275.86 38998.6 16191.4 18341.7 16442.3 12801.9
23386.7 0.836777 4508.47 3665.38 4400.71 6275.8 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836782 4508.49 3665.4 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23387.1 0.836787 4508.52 3665.42 4400.76 6275.87 38998.6 16191.4 18341.7 16442.3 12801.9
23386.7 0.836776 4508.46 3665.37 4400.7 6275.79 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836782 4508.49 3665.4 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.82 38998.6 16191.4 18341.7 16442.3 12801.9
23387.6 0.836812 4508.64 3665.52 4400.88 6276.03 38998.6 16191.4 18341.7 16442.3 12801.9
23386.2 0.836751 4508.34 3665.27 4400.58 6275.62 38998.6 16191.4 18341.7 16442.3 12801.9
23387 0.836784 4508.51 3665.41 4400.74 6275.85 38998.6 16191.4 18341.7 16442.3 12801.9
23386.8 0.836778 4508.48 3665.38 4400.71 6275.81 38998.6 16191.4 18341.7 16442.3 12801.9
23388.2 0.836838 4508.8 3665.64 4401.03 6276.25 38998.7 16191.4 18341.7 16442.3 12801.9
23385.6 0.836725 4508.19 3665.15 4400.43 6275.41 38998.6 16191.4 18341.7 16442.3 12801.9
23387 0.836787 4508.52 3665.42 4400.76 6275.87 38998.6 16191.4 18341.7 16442.3 12801.9
23386.8 0.836776 4508.46 3665.37 4400.7 6275.79 38998.6 16191.4 18341.7 16442.3 12801.9
23387.5 0.836798 4508.59 3665.47 4400.83 6275.98 38998.7 16191.4 18341.7 16442.3 12801.9
23386.3 0.836765 4508.39 3665.31 4400.63 6275.68 38998.6 16191.4 18341.7 16442.3 12801.9
23387 0.836783 4508.5 3665.4 4400.74 6275.84 38998.6 16191.4 18341.7 16442.3 12801.9
23386.8 0.83678 4508.48 3665.39 4400.72 6275.81 38998.6 16191.4 18341.7 16442.3 12801.9
23387 0.836784 4508.51 3665.41 4400.74 6275.85 38998.7 16191.4 18341.7 16442.3 12801.9
23386.8 0.836779 4508.48 3665.38 4400.71 6275.8 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836782 4508.49 3665.4 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
23386.9 0.836781 4508.49 3665.39 4400.73 6275.83 38998.6 16191.4 18341.7 16442.3 12801.9
