CTP1 CTP2 CTP3 CTP4 CTP5 BDp1_fin BDp2_fin BDp3_fin BDp4_fin BDp5_fin
0.0261517 1163.32 847.728 720.701 828.757 7244.92 2294.37 3003.53 3368.96 3054.66
0.0261533 1163.39 847.781 720.746 828.808 7244.27 2294.16 3003.26 3368.67 3054.39
0.0261505 1163.27 847.693 720.671 828.723 7244.12 2294.09 3003.18 3368.58 3054.31
0.0261502 1163.26 847.685 720.664 828.714 7244.14 2294.09 3003.18 3368.58 3054.31
0.0261492 1163.21 847.652 720.635 828.682 7244.13 2294.08 3003.17 3368.57 3054.3
0.0261475 1163.14 847.597 720.589 828.629 7244.14 2294.07 3003.17 3368.56 3054.29
0.0261305 1162.39 847.051 720.124 828.095 7244.14 2294.03 3003.13 3368.53 3054.25
0.0261148 1161.69 846.54 719.69 827.596 7244.62 2294.15 3003.3 3368.74 3054.44
0.0259581 1154.7 841.455 715.368 822.625 7249.4 2295.41 3005.09 3370.8 3056.26
0.0258907 1151.44 839.142 713.421 820.367 7256.8 2297.31 3007.83 3373.97 3059.06
0.0274074 1217.11 887.413 754.589 867.58 7268.56 2298.3 3010.1 3376.95 3061.42
0.0259768 1155.17 841.882 715.758 823.047 7257.48 2297.37 3007.96 3374.15 3059.19
0.0263515 1171.49 853.854 725.961 834.755 7259.06 2297.41 3008.15 3374.43 3059.4
0.0260215 1157.12 843.312 716.976 824.445 7257.67 2297.37 3007.98 3374.18 3059.22
0.0260377 1157.82 843.827 717.416 824.949 7257.72 2297.36 3007.98 3374.18 3059.22
0.0260301 1157.49 843.582 717.207 824.709 7257.73 2297.36 3007.97 3374.18 3059.21
0.025961 1154.44 841.359 715.315 822.536 7258.07 2297.42 3008.09 3374.31 3059.33
0.0258321 1148.81 837.231 711.798 818.499 7261.01 2297.93 3008.91 3375.31 3060.17
0.0259517 1154.03 841.059 715.06 822.242 7258.26 2297.45 3008.13 3374.37 3059.38
0.025947 1153.83 840.911 714.933 822.097 7258.38 2297.38 3008.08 3374.33 3059.33
0.0259499 1153.96 841.003 715.012 822.188 7258.3 2297.42 3008.11 3374.36 3059.36
0.0259507 1153.99 841.029 715.034 822.213 7258.32 2297.44 3008.14 3374.38 3059.38
0.0259494 1153.93 840.986 714.997 822.17 7258.31 2297.43 3008.12 3374.37 3059.37
0.0259474 1153.84 840.919 714.94 822.105 7258.41 2297.46 3008.17 3374.42 3059.41
0.0259365 1153.35 840.565 714.64 821.759 7258.72 2297.54 3008.28 3374.55 3059.53
0.0259141 1152.35 839.836 714.02 821.046 7259.34 2297.69 3008.5 3374.81 3059.75
0.0258793 1150.79 838.7 713.056 819.936 7260.35 2297.94 3008.87 3375.24 3060.13
0.0258586 1149.86 838.026 712.483 819.277 7260.87 2298.08 3009.06 3375.46 3060.33
0.0256536 1140.67 831.348 706.811 812.75 7266.33 2299.52 3011.13 3377.86 3062.44
0.0258295 1148.56 837.079 711.68 818.352 7261.61 2298.27 3009.34 3375.78 3060.61
0.0258507 1149.51 837.77 712.266 819.028 7261.07 2298.13 3009.14 3375.55 3060.4
0.0258561 1149.75 837.945 712.415 819.199 7260.93 2298.09 3009.09 3375.49 3060.35
0.0258578 1149.82 837.999 712.46 819.251 7260.89 2298.08 3009.07 3375.47 3060.34
0.0258462 1149.3 837.622 712.14 818.882 7261.17 2298.17 3009.19 3375.6 3060.46
0.0258555 1149.72 837.925 712.398 819.179 7260.94 2298.1 3009.09 3375.5 3060.36
0.025857 1149.79 837.974 712.439 819.226 7260.91 2298.09 3009.08 3375.48 3060.34
0.0258572 1149.8 837.98 712.444 819.232 7260.9 2298.08 3009.07 3375.47 3060.34
0.0258581 1149.84 838.011 712.471 819.263 7260.87 2298.07 3009.06 3375.46 3060.33
0.0258588 1149.87 838.034 712.49 819.285 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.034 712.49 819.285 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.031 712.488 819.283 7260.85 2298.08 3009.07 3375.47 3060.33
0.0258588 1149.87 838.033 712.49 819.285 7260.85 2298.05 3009.04 3375.44 3060.31
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.06 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.025859 1149.88 838.041 712.496 819.292 7260.92 2298.09 3009.08 3375.49 3060.35
0.0258585 1149.86 838.024 712.482 819.276 7260.78 2298.05 3009.02 3375.42 3060.29
0.0258588 1149.87 838.033 712.49 819.285 7260.86 2298.07 3009.06 3375.46 3060.32
0.0258588 1149.87 838.032 712.488 819.283 7260.84 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.49 819.285 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.031 712.488 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.034 712.49 819.285 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258587 1149.87 838.031 712.488 819.282 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.034 712.491 819.286 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258587 1149.87 838.031 712.488 819.282 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.034 712.491 819.286 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258587 1149.87 838.031 712.488 819.282 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.034 712.49 819.285 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.031 712.488 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.025859 1149.88 838.038 712.494 819.289 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258586 1149.86 838.027 712.485 819.279 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.49 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258591 1149.88 838.043 712.498 819.294 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258585 1149.85 838.022 712.48 819.274 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.49 819.285 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.031 712.488 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258591 1149.88 838.041 712.496 819.292 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258585 1149.86 838.024 712.482 819.276 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.49 819.285 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.488 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258595 1149.9 838.055 712.508 819.306 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258581 1149.84 838.01 712.47 819.262 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258589 1149.87 838.035 712.491 819.286 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258587 1149.87 838.03 712.487 819.282 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258592 1149.88 838.045 712.5 819.296 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258584 1149.85 838.02 712.479 819.272 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.034 712.49 819.285 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.031 712.488 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258592 1149.88 838.044 712.499 819.295 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258584 1149.85 838.021 712.479 819.272 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.034 712.49 819.285 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.031 712.488 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258595 1149.9 838.056 712.509 819.307 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258581 1149.84 838.009 712.469 819.261 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258589 1149.87 838.035 712.491 819.286 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258587 1149.86 838.03 712.487 819.281 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258595 1149.9 838.055 712.508 819.305 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258581 1149.84 838.01 712.47 819.262 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258589 1149.87 838.035 712.491 819.286 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258587 1149.87 838.03 712.487 819.282 7260.85 2298.07 3009.05 3375.45 3060.32
0.025859 1149.88 838.039 712.495 819.29 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258586 1149.86 838.026 712.483 819.277 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.49 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.488 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.49 819.285 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258587 1149.86 838.03 712.487 819.281 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258589 1149.87 838.035 712.491 819.286 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258587 1149.86 838.029 712.486 819.281 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258589 1149.87 838.036 712.492 819.287 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258587 1149.86 838.03 712.487 819.281 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258589 1149.87 838.035 712.491 819.286 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258587 1149.86 838.029 712.486 819.281 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258589 1149.87 838.036 712.492 819.287 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258585 1149.86 838.024 712.482 819.276 7260.85 2298.07 3009.05 3375.45 3060.32
0.025859 1149.88 838.041 712.496 819.292 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.488 819.283 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.033 712.49 819.285 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258584 1149.85 838.019 712.478 819.271 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258592 1149.89 838.046 712.5 819.297 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.031 712.488 819.282 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.034 712.49 819.285 7260.85 2298.07 3009.05 3375.45 3060.32
0.025858 1149.83 838.007 712.467 819.259 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258596 1149.9 838.058 712.511 819.309 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258587 1149.86 838.03 712.487 819.281 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258589 1149.87 838.035 712.491 819.286 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
0.0258588 1149.87 838.032 712.489 819.284 7260.85 2298.07 3009.05 3375.45 3060.32
