Bcru CTP1 CTP2 CTP3 CTP4 CTP5 BDp1_fin BDp2_fin BDp3_fin BDp4_fin BDp5_fin
5983.32 0.090554 2262 1641.14 1398.99 718.126 7023.2 2234.56 2938.94 3290.46 4637.16
5983.4 0.0905549 2262.02 1641.16 1399 718.132 7023.2 2234.56 2938.94 3290.46 4637.16
5983.24 0.0905532 2261.98 1641.13 1398.98 718.119 7023.19 2234.56 2938.94 3290.46 4637.16
5983.33 0.0905541 2262 1641.14 1398.99 718.126 7023.2 2234.56 2938.94 3290.46 4637.16
5983.31 0.090554 2262 1641.14 1398.99 718.125 7023.2 2234.56 2938.94 3290.46 4637.16
5983.35 0.0905544 2262.01 1641.15 1398.99 718.129 7023.2 2234.56 2938.94 3290.46 4637.16
5983.28 0.0905537 2261.99 1641.14 1398.98 718.123 7023.2 2234.56 2938.94 3290.46 4637.16
5983.32 0.0905541 2262 1641.14 1398.99 718.126 7023.2 2234.56 2938.94 3290.46 4637.16
5983.31 0.090554 2262 1641.14 1398.99 718.125 7023.2 2234.56 2938.94 3290.46 4637.16
5983.36 0.0905544 2262.01 1641.15 1398.99 718.129 7023.2 2234.56 2938.94 3290.46 4637.16
5983.28 0.0905536 2261.99 1641.14 1398.98 718.123 7023.2 2234.56 2938.94 3290.46 4637.16
5983.32 0.0905541 2262 1641.14 1398.99 718.126 7023.2 2234.56 2938.94 3290.46 4637.16
5983.31 0.090554 2262 1641.14 1398.99 718.125 7023.2 2234.56 2938.94 3290.46 4637.16
5983.45 0.0905554 2262.04 1641.17 1399.01 718.137 7023.2 2234.56 2938.94 3290.46 4637.16
5983.19 0.0905526 2261.97 1641.12 1398.97 718.115 7023.19 2234.56 2938.94 3290.46 4637.16
5983.33 0.0905542 2262 1641.15 1398.99 718.127 7023.2 2234.56 2938.94 3290.46 4637.16
5983.31 0.0905539 2262 1641.14 1398.99 718.125 7023.2 2234.56 2938.94 3290.46 4637.16
