Sigma1 Sigma2
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50
 50, 50.0002
 49.9921, 50.0104
 49.9369, 50.0169
 49.8518, 50.1019
 49.9025, 50.0513
 49.8561, 50.067
 49.7609, 49.9715
 49.8368, 50.0476
 49.8156, 50.023
 49.8115, 50.0191
 49.8049, 50.0073
 49.796, 49.9975
 49.7877, 49.9878
 49.7934, 49.9944
 49.7936, 49.9298
 49.7935, 49.969
 49.7948, 49.917
 49.7982, 49.8153
 49.8033, 49.663
 49.8115, 49.3888
 49.8242, 48.8873
 49.8304, 48.6128
 49.8346, 48.4481
 49.8417, 48.1716
 49.8526, 47.716
 49.8669, 47.0823
 49.8803, 46.3996
 49.8747, 46.6829
 49.8833, 46.2066
 49.8935, 45.5267
 49.9014, 44.9236
 49.9087, 44.4333
 49.9129, 44.1013
 49.9164, 43.826
 49.921, 43.4421
 49.9281, 42.8519
 49.925, 43.1059
 49.9291, 42.6394
 49.9325, 42.2815
 49.9367, 41.9504
 49.9435, 41.4739
 49.9527, 40.9128
 49.9478, 41.2085
 49.9535, 40.9259
 49.9579, 40.7283
 49.9633, 40.4851
 49.969, 40.2341
 49.9699, 40.1935
 49.9712, 40.1314
 49.9725, 40.074
 49.973, 40.03
 49.9728, 39.9965
 49.9729, 39.9713
 49.9735, 39.9386
 49.974, 39.9143
 49.975, 39.8898
 49.9758, 39.8727
 49.9767, 39.8535
 49.9777, 39.8325
 49.9786, 39.8154
 49.9801, 39.7831
 49.9816, 39.7526
 49.9835, 39.7135
 49.9861, 39.6751
 49.9898, 39.6276
 49.9956, 39.5728
 49.9994, 39.5564
 50.0036, 39.5434
 50.0089, 39.5305
 50.0142, 39.5243
 50.0206, 39.5242
 50.0224, 39.5243
 50.0258, 39.5236
 50.0304, 39.5224
 50.0362, 39.5287
 50.0421, 39.5298
 50.0472, 39.5292
 50.0547, 39.5267
 50.0634, 39.5219
 50.0774, 39.514
 50.0873, 39.5101
 50.0991, 39.5166
 50.1156, 39.5408
 50.1228, 39.56
 50.1307, 39.5946
 50.143, 39.6563
 50.1611, 39.7488
 50.1835, 39.867
 50.2132, 40.0386
 50.2494, 40.2863
 50.2314, 40.1629
 50.2502, 40.3153
 50.2424, 40.2519
 50.2539, 40.3624
 50.2704, 40.5394
 50.2842, 40.7186
 50.2948, 40.8873
 50.3064, 41.0835
 50.3187, 41.2668
 50.33, 41.4419
 50.3456, 41.6866
 50.3689, 42.0897
 50.3768, 42.2367
 50.3871, 42.4421
 50.4002, 42.712
 50.4152, 43.0134
 50.4229, 43.1931
 50.4325, 43.4089
 50.441, 43.6118
 50.4555, 43.9552
 50.4683, 44.2865
 50.4876, 44.7902
 50.5063, 45.3172
 50.4954, 45.0106
 50.5029, 45.2558
 50.5078, 45.4508
 50.515, 45.7592
 50.5237, 46.1485
 50.5347, 46.6535
 50.5497, 47.3301
 50.5574, 47.6872
 50.5696, 48.2343
 50.591, 49.1916
 50.6225, 50.4774
 50.6554, 51.6343
 50.636, 50.9484
 50.6558, 51.4365
 50.6706, 51.8173
 50.6784, 52.0372
 50.6865, 52.2837
 50.6964, 52.5731
 50.7086, 52.9879
 50.7276, 53.6647
 50.7603, 54.7822
 51.088, 67.3203
 50.8699, 58.6997
 50.8098, 56.52
 50.9396, 60.2587
 50.8291, 57.0616
 50.8527, 57.3217
 50.8814, 57.4628
 50.9177, 57.445
 50.9584, 57.0085
 50.9884, 56.3763
 51.0207, 55.2436
 51.0441, 54.4105
 51.08, 52.8481
 51.0566, 53.8612
 51.0544, 52.9444
 51.0557, 53.4934
 51.0506, 53.0389
 51.039, 52.2747
 51.0208, 51.3676
 51.0042, 50.356
 50.9965, 49.9032
 50.9222, 45.738
 50.9658, 48.1419
 50.9166, 45.268
 50.9572, 47.6271
 50.9401, 46.6401
 50.8977, 45.1203
 50.9193, 45.8879
 50.9034, 45.1379
 50.8799, 44.5504
 50.854, 44.1687
 50.8104, 43.9458
 50.7307, 43.6327
 49.9409, 40.622
