Bcru CTP1 CTP2 CTP3 CTP4 CTP5 BDp1_fin BDp2_fin BDp3_fin BDp4_fin BDp5_fin
27437.9 0.0229654 11073 8050.58 6867.91 4530.97 51412.8 16748 21772.9 24263.7 30465.3
27371.4 0.0229787 11076.8 8053.94 6870.95 4533.2 51293.9 16641.2 21653.6 24140.3 30335.8
27351.5 0.0230673 11119.9 8085.12 6897.52 4550.7 51124.7 16528.8 21524.5 24004.5 30186.7
27347.6 0.0230726 11122.9 8087.2 6899.27 4551.81 51220.5 16562.2 21568.3 24053.2 30247.2
27376.6 0.023171 11168.2 8120.67 6927.97 4570.93 51305.1 16584.6 21600.3 24089.9 30295.3
27358.5 0.0231687 11166.8 8119.73 6927.19 4570.43 51423.6 16607.8 21635.7 24131.6 30353.6
27364.2 0.0231903 11177.3 8127.31 6933.65 4574.69 51540.3 16633.9 21673.2 24175.2 30412.8
27341.8 0.0232237 11192.4 8138.52 6943.28 4581.14 51647.6 16663.4 21713.7 24221.1 30472.5
27343.7 0.023219 11189.9 8136.8 6941.83 4580.19 51645.3 16664.6 21714.9 24222.2 30473.2
27343.2 0.0232188 11189.3 8136.46 6941.57 4580.07 51637.3 16657.8 21707.3 24214.4 30464.9
27341.4 0.0232389 11199.1 8143.54 6947.61 4584.04 51620.4 16648.4 21696.4 24202.9 30452
27337.6 0.0232514 11205.3 8148.03 6951.42 4586.54 51597.9 16637.1 21683.3 24188.8 30435.9
27325.1 0.023253 11206 8148.57 6951.89 4586.86 51580.6 16627.2 21672 24177 30422.6
27333 0.0232694 11213.7 8154.19 6956.7 4590.05 51579.4 16622.9 21667.7 24172.7 30418.7
27341.2 0.0232761 11216.7 8156.44 6958.64 4591.35 51579.6 16620.8 21665.6 24170.6 30416.9
27345 0.023282 11219.4 8158.41 6960.33 4592.47 51586 16622.6 21668 24173.4 30420.5
27368 0.0233032 11229.5 8165.82 6966.65 4596.66 51601 16630.5 21677.3 24183.3 30431.8
27354.8 0.0232797 11218.4 8157.68 6959.69 4592.05 51620.7 16640.9 21689.4 24196.3 30446.6
27358.3 0.0232846 11220.8 8159.42 6961.18 4593.02 51621.3 16642.6 21691.2 24198 30448.1
27356.9 0.0232799 11218.8 8157.89 6959.86 4592.13 51613.6 16641.7 21689.5 24195.9 30444.9
27355.8 0.0232786 11218.2 8157.46 6959.49 4591.88 51609.3 16640.8 21688.2 24194.3 30442.7
27356.5 0.0232795 11218.6 8157.75 6959.74 4592.05 51612.2 16641.4 21689.1 24195.4 30444.2
27356.4 0.0232794 11218.6 8157.72 6959.71 4592.03 51612.1 16641.4 21689 24195.3 30444.1
27355.6 0.0232785 11218.1 8157.4 6959.44 4591.85 51610.7 16641 21688.5 24194.7 30443.3
27353.3 0.0232761 11217 8156.56 6958.72 4591.38 51606.5 16639.4 21686.5 24192.5 30440.7
27347 0.0232695 11213.7 8154.22 6956.73 4590.07 51594.7 16635.8 21681.7 24187.1 30433.8
27344.4 0.0232657 11212 8152.95 6955.64 4589.34 51586.2 16632.3 21677.4 24182.4 30428.2
27344.9 0.0232664 11212.3 8153.16 6955.82 4589.47 51587.1 16632.9 21678.1 24183.2 30429
27343.8 0.0232653 11211.7 8152.77 6955.49 4589.25 51586.7 16632.9 21678.1 24183.1 30428.9
27343.8 0.0232649 11211.6 8152.64 6955.38 4589.17 51584.8 16632.5 21677.4 24182.4 30427.9
27343.9 0.0232652 11211.7 8152.74 6955.47 4589.23 51586.6 16632.8 21678 24183 30428.8
27344.1 0.0232655 11211.8 8152.84 6955.55 4589.29 51589.6 16633.6 21679 24184.2 30430.4
27344.8 0.0232666 11212.4 8153.23 6955.88 4589.51 51591.6 16634.2 21679.8 24185.1 30431.5
27345.5 0.0232675 11212.8 8153.54 6956.15 4589.68 51594.2 16634.9 21680.8 24186.2 30433
27345.9 0.0232683 11213.2 8153.81 6956.38 4589.84 51596.4 16635.6 21681.7 24187.2 30434.2
27346 0.0232685 11213.3 8153.89 6956.45 4589.88 51597.8 16636 21682.2 24187.8 30435
27345.8 0.0232683 11213.2 8153.81 6956.38 4589.84 51598.5 16636.1 21682.4 24188 30435.3
27345.7 0.0232681 11213.1 8153.75 6956.33 4589.8 51598.3 16636 21682.3 24187.9 30435.2
27345.5 0.0232679 11213 8153.69 6956.27 4589.77 51598 16635.9 21682.2 24187.8 30435
27345.5 0.0232678 11213 8153.65 6956.24 4589.75 51597.8 16635.8 21682.1 24187.7 30434.9
27345.4 0.0232678 11212.9 8153.65 6956.24 4589.75 51597.7 16635.8 21682.1 24187.7 30434.9
27345.4 0.0232679 11213 8153.65 6956.25 4589.75 51597.7 16635.8 21682.1 24187.7 30434.9
27345.5 0.0232679 11213 8153.68 6956.27 4589.76 51597.8 16635.8 21682.1 24187.7 30434.9
27345.5 0.023268 11213 8153.69 6956.28 4589.77 51597.8 16635.8 21682.1 24187.7 30434.9
27345.4 0.023268 11213 8153.7 6956.28 4589.77 51597.8 16635.8 21682.1 24187.7 30434.9
27345.5 0.023268 11213 8153.71 6956.29 4589.78 51597.8 16635.8 21682.1 24187.7 30434.9
27345.5 0.023268 11213 8153.72 6956.3 4589.78 51597.8 16635.8 21682.1 24187.7 30434.9
27345.5 0.023268 11213 8153.72 6956.3 4589.79 51597.8 16635.8 21682.1 24187.7 30434.9
27345.5 0.023268 11213 8153.72 6956.3 4589.79 51597.8 16635.8 21682.1 24187.7 30434.9
27345.5 0.023268 11213 8153.71 6956.29 4589.78 51597.7 16635.8 21682 24187.7 30434.9
27345.5 0.023268 11213 8153.69 6956.28 4589.77 51597.7 16635.8 21682 24187.6 30434.8
27345.5 0.0232679 11213 8153.68 6956.27 4589.76 51597.6 16635.8 21682 24187.6 30434.8
27345.5 0.0232679 11213 8153.68 6956.26 4589.76 51597.6 16635.8 21682 24187.6 30434.8
27345.5 0.0232679 11213 8153.68 6956.27 4589.76 51597.6 16635.8 21682 24187.6 30434.8
27345.5 0.0232679 11213 8153.68 6956.27 4589.77 51597.7 16635.8 21682 24187.6 30434.8
